Temperature (K),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
800.0,2600.0,720.27,0.0013884,35.238,41.741,75.16,47.314,73.92,1390.4,-0.00077453,93.217,0.60684,supercritical
800.0,2700.0,728.18,0.0013733,35.071,41.751,74.861,47.364,73.375,1415.2,-0.0018457,94.552,0.61735,supercritical
800.0,2800.0,735.75,0.0013592,34.912,41.768,74.575,47.414,72.873,1439.2,-0.0028255,95.848,0.62763,supercritical
800.0,2900.0,743.03,0.0013458,34.76,41.791,74.3,47.464,72.407,1462.6,-0.0037248,97.106,0.63772,supercritical
800.0,3000.0,750.02,0.0013333,34.616,41.821,74.036,47.514,71.974,1485.3,-0.0045527,98.328,0.64762,supercritical
800.0,3100.0,756.77,0.0013214,34.477,41.857,73.781,47.565,71.57,1507.5,-0.0053171,99.515,0.65735,supercritical
800.0,3200.0,763.27,0.0013101,34.344,41.897,73.535,47.615,71.193,1529.1,-0.0060247,100.67,0.66691,supercritical
800.0,3300.0,769.56,0.0012994,34.217,41.942,73.298,47.664,70.84,1550.2,-0.0066814,101.79,0.67632,supercritical
800.0,3400.0,775.65,0.0012892,34.095,41.992,73.068,47.714,70.509,1570.8,-0.0072922,102.89,0.68558,supercritical
800.0,3500.0,781.55,0.0012795,33.977,42.045,72.846,47.763,70.197,1590.9,-0.0078615,103.95,0.6947,supercritical
800.0,3600.0,787.27,0.0012702,33.864,42.102,72.63,47.811,69.904,1610.6,-0.0083932,104.98,0.7037,supercritical
800.0,3700.0,792.82,0.0012613,33.755,42.162,72.42,47.86,69.628,1629.9,-0.0088906,105.99,0.71256,supercritical
800.0,3800.0,798.22,0.0012528,33.65,42.226,72.216,47.907,69.367,1648.8,-0.0093568,106.97,0.72131,supercritical
800.0,3900.0,803.48,0.0012446,33.548,42.292,72.018,47.955,69.119,1667.3,-0.0097944,107.92,0.72994,supercritical
800.0,4000.0,808.59,0.0012367,33.449,42.361,71.825,48.002,68.885,1685.5,-0.010206,108.85,0.73846,supercritical
800.0,4100.0,813.58,0.0012291,33.354,42.433,71.637,48.048,68.663,1703.3,-0.010593,109.75,0.74688,supercritical
800.0,4200.0,818.45,0.0012218,33.262,42.507,71.453,48.094,68.452,1720.7,-0.010958,110.63,0.75519,supercritical
800.0,4300.0,823.2,0.0012148,33.172,42.583,71.274,48.139,68.251,1737.9,-0.011303,111.49,0.76341,supercritical
800.0,4400.0,827.84,0.001208,33.086,42.661,71.099,48.184,68.06,1754.8,-0.011629,112.32,0.77153,supercritical
800.0,4500.0,832.37,0.0012014,33.002,42.741,70.928,48.228,67.878,1771.3,-0.011937,113.13,0.77955,supercritical
800.0,4600.0,836.81,0.001195,32.92,42.823,70.76,48.272,67.703,1787.6,-0.012229,113.91,0.78749,supercritical
800.0,4700.0,841.15,0.0011888,32.84,42.907,70.596,48.315,67.537,1803.6,-0.012506,114.67,0.79535,supercritical
800.0,4800.0,845.41,0.0011829,32.763,42.992,70.436,48.358,67.378,1819.4,-0.012769,115.41,0.80311,supercritical
800.0,4900.0,849.57,0.0011771,32.688,43.079,70.279,48.4,67.226,1834.9,-0.013018,116.13,0.8108,supercritical
800.0,5000.0,853.66,0.0011714,32.615,43.167,70.124,48.442,67.08,1850.1,-0.013256,116.83,0.81841,supercritical
900.0,0.1,0.024076,41.535,60.356,67.839,184.3,31.674,39.99,724.14,0.32287,33.677,0.082584,vapor
900.0,0.2,0.048154,20.767,60.355,67.837,178.53,31.675,39.994,724.13,0.32286,33.677,0.082591,vapor
900.0,0.3,0.072234,13.844,60.354,67.836,175.16,31.677,39.998,724.12,0.32285,33.678,0.082598,vapor
900.0,0.4,0.096316,10.382,60.353,67.835,172.77,31.678,40.001,724.11,0.32285,33.678,0.082605,vapor
900.0,0.5,0.1204,8.3056,60.352,67.834,170.91,31.68,40.005,724.09,0.32284,33.678,0.082612,vapor
900.0,0.6,0.14449,6.9211,60.351,67.832,169.39,31.681,40.009,724.08,0.32283,33.679,0.082619,vapor
900.0,0.7,0.16857,5.9321,60.35,67.831,168.11,31.683,40.012,724.07,0.32282,33.679,0.082626,vapor
900.0,0.8,0.19266,5.1904,60.349,67.83,167.0,31.684,40.016,724.05,0.32282,33.68,0.082633,vapor
900.0,0.9,0.21676,4.6135,60.348,67.828,166.02,31.686,40.02,724.04,0.32281,33.68,0.08264,vapor
900.0,1.0,0.24085,4.152,60.347,67.827,165.14,31.687,40.024,724.03,0.3228,33.68,0.082647,vapor
900.0,1.1,0.26494,3.7744,60.346,67.826,164.35,31.689,40.027,724.01,0.32279,33.681,0.082654,vapor
900.0,1.2,0.28904,3.4597,60.345,67.824,163.62,31.69,40.031,724.0,0.32279,33.681,0.082661,vapor
900.0,1.3,0.31314,3.1934,60.344,67.823,162.96,31.692,40.035,723.99,0.32278,33.681,0.082668,vapor
900.0,1.4,0.33724,2.9652,60.343,67.822,162.34,31.693,40.038,723.97,0.32277,33.682,0.082675,vapor
900.0,1.5,0.36135,2.7674,60.342,67.821,161.77,31.695,40.042,723.96,0.32276,33.682,0.082682,vapor
900.0,1.6,0.38545,2.5944,60.341,67.819,161.23,31.696,40.046,723.95,0.32276,33.683,0.082689,vapor
900.0,1.7,0.40956,2.4416,60.34,67.818,160.72,31.698,40.049,723.94,0.32275,33.683,0.082696,vapor
900.0,1.8,0.43367,2.3059,60.339,67.817,160.25,31.699,40.053,723.92,0.32274,33.683,0.082703,vapor
900.0,1.9,0.45778,2.1844,60.338,67.815,159.8,31.701,40.057,723.91,0.32274,33.684,0.082709,vapor
900.0,2.0,0.48189,2.0751,60.337,67.814,159.37,31.702,40.06,723.9,0.32273,33.684,0.082716,vapor
900.0,2.1,0.50601,1.9762,60.336,67.813,158.96,31.703,40.064,723.88,0.32272,33.685,0.082723,vapor
900.0,2.2,0.53013,1.8863,60.335,67.812,158.57,31.705,40.068,723.87,0.32271,33.685,0.08273,vapor
900.0,2.3,0.55425,1.8043,60.334,67.81,158.2,31.706,40.071,723.86,0.32271,33.685,0.082737,vapor
900.0,2.4,0.57837,1.729,60.333,67.809,157.85,31.708,40.075,723.84,0.3227,33.686,0.082744,vapor
900.0,2.5,0.60249,1.6598,60.332,67.808,157.51,31.709,40.079,723.83,0.32269,33.686,0.082751,vapor
900.0,2.6,0.62662,1.5959,60.331,67.806,157.18,31.711,40.083,723.82,0.32268,33.687,0.082758,vapor
900.0,2.7,0.65074,1.5367,60.33,67.805,156.87,31.712,40.086,723.8,0.32268,33.687,0.082765,vapor
900.0,2.8,0.67487,1.4818,60.329,67.804,156.56,31.714,40.09,723.79,0.32267,33.687,0.082772,vapor
900.0,2.9,0.699,1.4306,60.328,67.802,156.27,31.715,40.094,723.78,0.32266,33.688,0.082779,vapor
900.0,3.0,0.72314,1.3829,60.327,67.801,155.99,31.717,40.097,723.77,0.32265,33.688,0.082786,vapor
900.0,3.1,0.74727,1.3382,60.326,67.8,155.71,31.718,40.101,723.75,0.32265,33.689,0.082793,vapor
900.0,3.2,0.77141,1.2963,60.325,67.799,155.45,31.72,40.105,723.74,0.32264,33.689,0.0828,vapor
900.0,3.3,0.79555,1.257,60.324,67.797,155.19,31.721,40.108,723.73,0.32263,33.689,0.082807,vapor
900.0,3.4,0.81969,1.22,60.323,67.796,154.94,31.723,40.112,723.71,0.32262,33.69,0.082814,vapor
900.0,3.5,0.84383,1.1851,60.322,67.795,154.7,31.724,40.116,723.7,0.32262,33.69,0.082821,vapor
900.0,3.6,0.86798,1.1521,60.321,67.793,154.46,31.726,40.12,723.69,0.32261,33.69,0.082829,vapor
900.0,3.7,0.89212,1.1209,60.32,67.792,154.24,31.727,40.123,723.67,0.3226,33.691,0.082836,vapor
900.0,3.8,0.91627,1.0914,60.319,67.791,154.01,31.729,40.127,723.66,0.32259,33.691,0.082843,vapor
900.0,3.9,0.94042,1.0634,60.318,67.79,153.8,31.73,40.131,723.65,0.32259,33.692,0.08285,vapor
900.0,4.0,0.96457,1.0367,60.317,67.788,153.58,31.732,40.134,723.63,0.32258,33.692,0.082857,vapor
900.0,4.1,0.98873,1.0114,60.317,67.787,153.38,31.733,40.138,723.62,0.32257,33.692,0.082864,vapor
900.0,4.2,1.0129,0.98728,60.316,67.786,153.18,31.735,40.142,723.61,0.32256,33.693,0.082871,vapor
900.0,4.3,1.037,0.96428,60.315,67.784,152.98,31.736,40.145,723.6,0.32256,33.693,0.082878,vapor
900.0,4.4,1.0612,0.94232,60.314,67.783,152.79,31.738,40.149,723.58,0.32255,33.694,0.082885,vapor
900.0,4.5,1.0854,0.92135,60.313,67.782,152.6,31.739,40.153,723.57,0.32254,33.694,0.082892,vapor
900.0,4.6,1.1095,0.90128,60.312,67.78,152.41,31.741,40.157,723.56,0.32253,33.694,0.082899,vapor
900.0,4.7,1.1337,0.88207,60.311,67.779,152.24,31.742,40.16,723.54,0.32253,33.695,0.082906,vapor
900.0,4.8,1.1579,0.86366,60.31,67.778,152.06,31.744,40.164,723.53,0.32252,33.695,0.082913,vapor
900.0,4.9,1.182,0.846,60.309,67.777,151.89,31.745,40.168,723.52,0.32251,33.696,0.08292,vapor
900.0,5.0,1.2062,0.82904,60.308,67.775,151.72,31.747,40.171,723.5,0.3225,33.696,0.082927,vapor
900.0,5.1,1.2304,0.81275,60.307,67.774,151.55,31.748,40.175,723.49,0.3225,33.696,0.082934,vapor
900.0,5.2,1.2546,0.79709,60.306,67.773,151.39,31.75,40.179,723.48,0.32249,33.697,0.082941,vapor
900.0,5.3,1.2787,0.78202,60.305,67.771,151.23,31.751,40.183,723.46,0.32248,33.697,0.082948,vapor
900.0,5.4,1.3029,0.76751,60.304,67.77,151.07,31.753,40.186,723.45,0.32247,33.698,0.082955,vapor
900.0,5.5,1.3271,0.75352,60.303,67.769,150.92,31.754,40.19,723.44,0.32247,33.698,0.082962,vapor
900.0,5.6,1.3513,0.74004,60.302,67.768,150.77,31.756,40.194,723.42,0.32246,33.698,0.082969,vapor
900.0,5.7,1.3755,0.72702,60.301,67.766,150.62,31.757,40.197,723.41,0.32245,33.699,0.082976,vapor
900.0,5.8,1.3997,0.71446,60.3,67.765,150.47,31.759,40.201,723.4,0.32244,33.699,0.082983,vapor
900.0,5.9,1.4239,0.70232,60.299,67.764,150.33,31.76,40.205,723.39,0.32244,33.7,0.08299,vapor
900.0,6.0,1.448,0.69059,60.298,67.762,150.19,31.761,40.209,723.37,0.32243,33.7,0.082997,vapor
900.0,6.1,1.4722,0.67924,60.297,67.761,150.05,31.763,40.212,723.36,0.32242,33.7,0.083004,vapor
900.0,6.2,1.4964,0.66825,60.296,67.76,149.92,31.764,40.216,723.35,0.32241,33.701,0.083011,vapor
900.0,6.3,1.5206,0.65762,60.295,67.758,149.78,31.766,40.22,723.33,0.32241,33.701,0.083018,vapor
900.0,6.4,1.5448,0.64732,60.294,67.757,149.65,31.767,40.224,723.32,0.3224,33.702,0.083026,vapor
900.0,6.5,1.569,0.63733,60.293,67.756,149.52,31.769,40.227,723.31,0.32239,33.702,0.083033,vapor
900.0,6.6,1.5932,0.62765,60.292,67.755,149.39,31.77,40.231,723.29,0.32238,33.702,0.08304,vapor
900.0,6.7,1.6174,0.61826,60.291,67.753,149.27,31.772,40.235,723.28,0.32237,33.703,0.083047,vapor
900.0,6.8,1.6417,0.60914,60.29,67.752,149.14,31.773,40.238,723.27,0.32237,33.703,0.083054,vapor
900.0,6.9,1.6659,0.60029,60.289,67.751,149.02,31.775,40.242,723.25,0.32236,33.704,0.083061,vapor
900.0,7.0,1.6901,0.59169,60.288,67.749,148.9,31.776,40.246,723.24,0.32235,33.704,0.083068,vapor
900.0,7.1,1.7143,0.58333,60.287,67.748,148.78,31.778,40.25,723.23,0.32234,33.704,0.083075,vapor
900.0,7.2,1.7385,0.57521,60.286,67.747,148.66,31.779,40.253,723.21,0.32234,33.705,0.083082,vapor
900.0,7.3,1.7627,0.5673,60.285,67.745,148.55,31.781,40.257,723.2,0.32233,33.705,0.083089,vapor
900.0,7.4,1.7869,0.55961,60.284,67.744,148.43,31.782,40.261,723.19,0.32232,33.706,0.083096,vapor
900.0,7.5,1.8112,0.55213,60.283,67.743,148.32,31.784,40.265,723.18,0.32231,33.706,0.083103,vapor
900.0,7.6,1.8354,0.54484,60.282,67.742,148.21,31.785,40.268,723.16,0.32231,33.706,0.08311,vapor
900.0,7.7,1.8596,0.53775,60.281,67.74,148.1,31.787,40.272,723.15,0.3223,33.707,0.083117,vapor
900.0,7.8,1.8838,0.53083,60.28,67.739,147.99,31.788,40.276,723.14,0.32229,33.707,0.083125,vapor
900.0,7.9,1.9081,0.52409,60.279,67.738,147.88,31.79,40.279,723.12,0.32228,33.708,0.083132,vapor
900.0,8.0,1.9323,0.51752,60.278,67.736,147.78,31.791,40.283,723.11,0.32228,33.708,0.083139,vapor
900.0,8.1,1.9565,0.51111,60.277,67.735,147.67,31.793,40.287,723.1,0.32227,33.708,0.083146,vapor
900.0,8.2,1.9808,0.50485,60.276,67.734,147.57,31.794,40.291,723.08,0.32226,33.709,0.083153,vapor
900.0,8.3,2.005,0.49875,60.275,67.733,147.47,31.796,40.294,723.07,0.32225,33.709,0.08316,vapor
900.0,8.4,2.0293,0.49279,60.274,67.731,147.37,31.797,40.298,723.06,0.32224,33.71,0.083167,vapor
900.0,8.5,2.0535,0.48697,60.273,67.73,147.27,31.799,40.302,723.04,0.32224,33.71,0.083174,vapor
900.0,8.6,2.0777,0.48129,60.272,67.729,147.17,31.8,40.306,723.03,0.32223,33.711,0.083181,vapor
900.0,8.7,2.102,0.47574,60.271,67.727,147.07,31.802,40.309,723.02,0.32222,33.711,0.083188,vapor
900.0,8.8,2.1262,0.47032,60.27,67.726,146.98,31.803,40.313,723.0,0.32221,33.711,0.083196,vapor
900.0,8.9,2.1505,0.46501,60.269,67.725,146.88,31.805,40.317,722.99,0.32221,33.712,0.083203,vapor
900.0,9.0,2.1747,0.45983,60.268,67.723,146.79,31.806,40.321,722.98,0.3222,33.712,0.08321,vapor
900.0,9.1,2.199,0.45475,60.267,67.722,146.69,31.808,40.324,722.97,0.32219,33.713,0.083217,vapor
900.0,9.2,2.2232,0.44979,60.266,67.721,146.6,31.809,40.328,722.95,0.32218,33.713,0.083224,vapor
900.0,9.3,2.2475,0.44494,60.265,67.72,146.51,31.811,40.332,722.94,0.32217,33.713,0.083231,vapor
900.0,9.4,2.2718,0.44019,60.264,67.718,146.42,31.812,40.336,722.93,0.32217,33.714,0.083238,vapor
900.0,9.5,2.296,0.43554,60.263,67.717,146.33,31.814,40.339,722.91,0.32216,33.714,0.083245,vapor
900.0,9.6,2.3203,0.43098,60.262,67.716,146.24,31.815,40.343,722.9,0.32215,33.715,0.083252,vapor
900.0,9.7,2.3446,0.42652,60.261,67.714,146.16,31.817,40.347,722.89,0.32214,33.715,0.083259,vapor
900.0,9.8,2.3688,0.42215,60.26,67.713,146.07,31.818,40.351,722.87,0.32214,33.715,0.083267,vapor
900.0,9.9,2.3931,0.41787,60.259,67.712,145.98,31.82,40.354,722.86,0.32213,33.716,0.083274,vapor
900.0,10.0,2.4174,0.41367,60.258,67.71,145.9,31.821,40.358,722.85,0.32212,33.716,0.083281,vapor
900.0,11.0,2.6602,0.37591,60.248,67.697,145.1,31.836,40.396,722.72,0.32204,33.72,0.083352,vapor
900.0,12.0,2.9032,0.34444,60.238,67.684,144.36,31.851,40.433,722.58,0.32196,33.725,0.083424,vapor
900.0,13.0,3.1465,0.31782,60.228,67.671,143.68,31.866,40.471,722.45,0.32188,33.729,0.083495,vapor
900.0,14.0,3.3899,0.295,60.218,67.658,143.06,31.881,40.509,722.32,0.3218,33.733,0.083567,vapor
900.0,15.0,3.6335,0.27522,60.208,67.645,142.47,31.896,40.547,722.19,0.32172,33.737,0.083639,vapor
900.0,16.0,3.8773,0.25791,60.198,67.632,141.92,31.911,40.585,722.06,0.32164,33.741,0.083711,vapor
900.0,17.0,4.1214,0.24264,60.188,67.619,141.41,31.926,40.623,721.93,0.32156,33.746,0.083783,vapor
900.0,18.0,4.3656,0.22906,60.178,67.606,140.92,31.941,40.661,721.8,0.32148,33.75,0.083856,vapor
900.0,19.0,4.6101,0.21692,60.168,67.593,140.46,31.956,40.699,721.66,0.32139,33.754,0.083929,vapor
900.0,20.0,4.8547,0.20599,60.158,67.58,140.02,31.971,40.737,721.53,0.32131,33.759,0.084001,vapor
900.0,21.0,5.0996,0.1961,60.148,67.567,139.61,31.987,40.776,721.4,0.32123,33.763,0.084074,vapor
900.0,22.0,5.3446,0.1871,60.138,67.554,139.21,32.002,40.814,721.27,0.32114,33.768,0.084148,vapor
900.0,23.0,5.5899,0.1789,60.128,67.541,138.83,32.017,40.853,721.14,0.32106,33.772,0.084221,vapor
900.0,24.0,5.8353,0.17137,60.118,67.528,138.46,32.032,40.891,721.0,0.32097,33.777,0.084294,vapor
900.0,25.0,6.081,0.16445,60.108,67.514,138.11,32.047,40.93,720.87,0.32089,33.781,0.084368,vapor
900.0,26.0,6.3269,0.15806,60.098,67.501,137.78,32.062,40.969,720.74,0.3208,33.786,0.084442,vapor
900.0,27.0,6.573,0.15214,60.088,67.488,137.45,32.077,41.007,720.61,0.32071,33.79,0.084516,vapor
900.0,28.0,6.8192,0.14664,60.078,67.475,137.14,32.093,41.046,720.48,0.32062,33.795,0.08459,vapor
900.0,29.0,7.0657,0.14153,60.068,67.462,136.83,32.108,41.085,720.35,0.32054,33.799,0.084665,vapor
900.0,30.0,7.3124,0.13675,60.058,67.449,136.54,32.123,41.124,720.21,0.32045,33.804,0.084739,vapor
900.0,31.0,7.5594,0.13229,60.048,67.435,136.26,32.138,41.163,720.08,0.32036,33.809,0.084814,vapor
900.0,32.0,7.8065,0.1281,60.038,67.422,135.98,32.154,41.203,719.95,0.32027,33.813,0.084889,vapor
900.0,33.0,8.0538,0.12416,60.027,67.409,135.72,32.169,41.242,719.82,0.32018,33.818,0.084964,vapor
900.0,34.0,8.3013,0.12046,60.017,67.396,135.46,32.184,41.281,719.69,0.32009,33.823,0.085039,vapor
900.0,35.0,8.5491,0.11697,60.007,67.383,135.2,32.199,41.321,719.55,0.32,33.828,0.085115,vapor
900.0,36.0,8.7971,0.11367,59.997,67.369,134.96,32.215,41.36,719.42,0.3199,33.833,0.08519,vapor
900.0,37.0,9.0452,0.11056,59.987,67.356,134.72,32.23,41.4,719.29,0.31981,33.837,0.085266,vapor
900.0,38.0,9.2936,0.1076,59.977,67.343,134.49,32.245,41.44,719.16,0.31972,33.842,0.085342,vapor
900.0,39.0,9.5422,0.1048,59.967,67.33,134.26,32.261,41.479,719.02,0.31962,33.847,0.085418,vapor
900.0,40.0,9.791,0.10213,59.956,67.316,134.04,32.276,41.519,718.89,0.31953,33.852,0.085494,vapor
900.0,41.0,10.04,0.099601,59.946,67.303,133.82,32.291,41.559,718.76,0.31944,33.857,0.085571,vapor
900.0,42.0,10.289,0.097189,59.936,67.29,133.61,32.307,41.599,718.63,0.31934,33.862,0.085648,vapor
900.0,43.0,10.539,0.094888,59.926,67.277,133.4,32.322,41.639,718.5,0.31924,33.867,0.085724,vapor
900.0,44.0,10.788,0.092693,59.916,67.263,133.2,32.338,41.68,718.36,0.31915,33.872,0.085802,vapor
900.0,45.0,11.038,0.090594,59.906,67.25,133.0,32.353,41.72,718.23,0.31905,33.877,0.085879,vapor
900.0,46.0,11.288,0.088587,59.895,67.237,132.81,32.368,41.76,718.1,0.31895,33.882,0.085956,vapor
900.0,47.0,11.539,0.086666,59.885,67.223,132.62,32.384,41.801,717.97,0.31886,33.887,0.086034,vapor
900.0,48.0,11.789,0.084824,59.875,67.21,132.43,32.399,41.841,717.83,0.31876,33.893,0.086112,vapor
900.0,49.0,12.04,0.083058,59.865,67.197,132.25,32.415,41.882,717.7,0.31866,33.898,0.08619,vapor
900.0,50.0,12.291,0.081362,59.855,67.183,132.07,32.43,41.922,717.57,0.31856,33.903,0.086268,vapor
900.0,51.0,12.542,0.079732,59.844,67.17,131.89,32.446,41.963,717.44,0.31846,33.908,0.086346,vapor
900.0,52.0,12.793,0.078166,59.834,67.157,131.72,32.461,42.004,717.31,0.31836,33.913,0.086425,vapor
900.0,53.0,13.045,0.076658,59.824,67.143,131.55,32.477,42.045,717.17,0.31826,33.919,0.086503,vapor
900.0,54.0,13.297,0.075206,59.814,67.13,131.38,32.492,42.086,717.04,0.31816,33.924,0.086582,vapor
900.0,55.0,13.549,0.073807,59.803,67.116,131.22,32.508,42.127,716.91,0.31805,33.929,0.086661,vapor
900.0,56.0,13.801,0.072458,59.793,67.103,131.06,32.523,42.168,716.78,0.31795,33.935,0.086741,vapor
900.0,57.0,14.054,0.071157,59.783,67.09,130.9,32.539,42.209,716.64,0.31785,33.94,0.08682,vapor
900.0,58.0,14.306,0.0699,59.772,67.076,130.74,32.554,42.251,716.51,0.31774,33.946,0.0869,vapor
900.0,59.0,14.559,0.068686,59.762,67.063,130.59,32.57,42.292,716.38,0.31764,33.951,0.086979,vapor
900.0,60.0,14.812,0.067512,59.752,67.049,130.44,32.586,42.334,716.25,0.31753,33.957,0.087059,vapor
900.0,61.0,15.066,0.066376,59.742,67.036,130.29,32.601,42.375,716.12,0.31743,33.962,0.08714,vapor
900.0,62.0,15.319,0.065278,59.731,67.022,130.14,32.617,42.417,715.98,0.31732,33.968,0.08722,vapor
900.0,63.0,15.573,0.064214,59.721,67.009,130.0,32.632,42.459,715.85,0.31721,33.973,0.087301,vapor
900.0,64.0,15.827,0.063183,59.711,66.995,129.86,32.648,42.501,715.72,0.31711,33.979,0.087381,vapor
900.0,65.0,16.081,0.062184,59.7,66.982,129.71,32.664,42.542,715.59,0.317,33.985,0.087462,vapor
900.0,66.0,16.336,0.061216,59.69,66.969,129.58,32.679,42.584,715.45,0.31689,33.99,0.087544,vapor
900.0,67.0,16.59,0.060276,59.68,66.955,129.44,32.695,42.627,715.32,0.31678,33.996,0.087625,vapor
900.0,68.0,16.845,0.059364,59.669,66.941,129.3,32.711,42.669,715.19,0.31667,34.002,0.087707,vapor
900.0,69.0,17.1,0.058478,59.659,66.928,129.17,32.727,42.711,715.06,0.31656,34.008,0.087788,vapor
900.0,70.0,17.356,0.057618,59.648,66.914,129.04,32.742,42.753,714.93,0.31645,34.013,0.08787,vapor
900.0,71.0,17.611,0.056782,59.638,66.901,128.91,32.758,42.796,714.79,0.31634,34.019,0.087952,vapor
900.0,72.0,17.867,0.055969,59.628,66.887,128.78,32.774,42.838,714.66,0.31623,34.025,0.088035,vapor
900.0,73.0,18.123,0.055178,59.617,66.874,128.66,32.789,42.881,714.53,0.31612,34.031,0.088117,vapor
900.0,74.0,18.379,0.054409,59.607,66.86,128.53,32.805,42.923,714.4,0.31601,34.037,0.0882,vapor
900.0,75.0,18.636,0.05366,59.596,66.847,128.41,32.821,42.966,714.27,0.31589,34.043,0.088283,vapor
900.0,76.0,18.893,0.052931,59.586,66.833,128.29,32.837,43.009,714.14,0.31578,34.049,0.088366,vapor
900.0,77.0,19.15,0.052221,59.576,66.82,128.17,32.853,43.052,714.0,0.31567,34.055,0.088449,vapor
900.0,78.0,19.407,0.051529,59.565,66.806,128.05,32.868,43.095,713.87,0.31555,34.061,0.088533,vapor
900.0,79.0,19.664,0.050854,59.555,66.792,127.93,32.884,43.138,713.74,0.31544,34.067,0.088616,vapor
900.0,80.0,19.922,0.050196,59.544,66.779,127.81,32.9,43.181,713.61,0.31532,34.073,0.0887,vapor
900.0,81.0,20.18,0.049555,59.534,66.765,127.7,32.916,43.224,713.48,0.3152,34.079,0.088784,vapor
900.0,82.0,20.438,0.048929,59.523,66.751,127.59,32.932,43.268,713.35,0.31509,34.085,0.088869,vapor
900.0,83.0,20.696,0.048319,59.513,66.738,127.47,32.947,43.311,713.21,0.31497,34.091,0.088953,vapor
900.0,84.0,20.955,0.047722,59.502,66.724,127.36,32.963,43.355,713.08,0.31485,34.097,0.089038,vapor
900.0,85.0,21.213,0.04714,59.492,66.711,127.25,32.979,43.398,712.95,0.31473,34.104,0.089123,vapor
900.0,86.0,21.472,0.046572,59.481,66.697,127.14,32.995,43.442,712.82,0.31462,34.11,0.089208,vapor
900.0,87.0,21.732,0.046016,59.471,66.683,127.03,33.011,43.486,712.69,0.3145,34.116,0.089293,vapor
900.0,88.0,21.991,0.045473,59.46,66.67,126.93,33.027,43.529,712.56,0.31438,34.123,0.089379,vapor
900.0,89.0,22.251,0.044942,59.45,66.656,126.82,33.043,43.573,712.42,0.31426,34.129,0.089464,vapor
900.0,90.0,22.511,0.044423,59.439,66.642,126.72,33.059,43.617,712.29,0.31413,34.135,0.08955,vapor
900.0,91.0,22.771,0.043916,59.429,66.628,126.61,33.075,43.662,712.16,0.31401,34.142,0.089636,vapor
900.0,92.0,23.031,0.043419,59.418,66.615,126.51,33.091,43.706,712.03,0.31389,34.148,0.089723,vapor
900.0,93.0,23.292,0.042933,59.408,66.601,126.41,33.107,43.75,711.9,0.31377,34.155,0.089809,vapor
900.0,94.0,23.553,0.042458,59.397,66.587,126.31,33.123,43.794,711.77,0.31364,34.161,0.089896,vapor
900.0,95.0,23.814,0.041992,59.387,66.574,126.21,33.139,43.839,711.64,0.31352,34.168,0.089983,vapor
900.0,96.0,24.075,0.041537,59.376,66.56,126.11,33.155,43.883,711.51,0.3134,34.174,0.09007,vapor
900.0,97.0,24.337,0.04109,59.366,66.546,126.01,33.171,43.928,711.38,0.31327,34.181,0.090157,vapor
900.0,98.0,24.599,0.040653,59.355,66.532,125.92,33.187,43.973,711.25,0.31315,34.187,0.090245,vapor
900.0,99.0,24.861,0.040224,59.344,66.518,125.82,33.203,44.017,711.11,0.31302,34.194,0.090332,vapor
900.0,100.0,25.123,0.039804,59.334,66.505,125.72,33.219,44.062,710.98,0.31289,34.201,0.09042,vapor
900.0,200.0,52.615,0.019006,58.237,65.085,118.73,34.861,48.989,698.45,0.29764,35.028,0.10035,vapor
900.0,300.0,82.84,0.012072,57.07,63.594,114.06,36.54,54.781,687.91,0.27754,36.195,0.1129,vapor
900.0,300.0,82.84,0.012072,57.07,63.594,114.06,36.54,54.781,687.91,0.27754,36.195,0.1129,supercritical
900.0,300.0,82.84,0.012072,57.07,63.594,114.06,36.54,54.781,687.91,0.27754,36.195,0.1129,supercritical
900.0,400.0,116.01,0.0086201,55.842,62.054,110.31,38.179,61.308,680.82,0.2535,37.735,0.12858,supercritical
900.0,500.0,152.03,0.0065775,54.575,60.499,107.08,39.696,68.223,678.6,0.22688,39.66,0.14775,supercritical
900.0,600.0,190.4,0.0052522,53.297,58.974,104.21,41.017,74.936,682.42,0.19929,41.945,0.17034,supercritical
900.0,700.0,230.08,0.0043463,52.048,57.529,101.65,42.096,80.708,693.11,0.17216,44.515,0.19567,supercritical
900.0,800.0,269.72,0.0037075,50.866,56.209,99.378,42.922,84.895,710.92,0.1467,47.255,0.22252,supercritical
900.0,900.0,307.92,0.0032476,49.78,55.045,97.392,43.518,87.262,735.39,0.12381,50.04,0.24947,supercritical
900.0,1000.0,343.61,0.0029102,48.805,54.048,95.669,43.932,88.057,765.3,0.10399,52.771,0.27539,supercritical
900.0,1100.0,376.27,0.0026576,47.942,53.209,94.18,44.219,87.769,799.03,0.087322,55.385,0.29966,supercritical
900.0,1200.0,405.82,0.0024641,47.181,52.508,92.89,44.42,86.867,834.99,0.073527,57.86,0.32209,supercritical
900.0,1300.0,432.47,0.0023123,46.509,51.924,91.764,44.569,85.683,871.84,0.062194,60.194,0.34277,supercritical
900.0,1400.0,456.53,0.0021905,45.911,51.436,90.771,44.685,84.417,908.63,0.052877,62.398,0.3619,supercritical
