Temperature (K),Pressure (bar),Density (kg/m3),Volume (m3/kg),Internal Energy (kJ/mol),Enthalpy (kJ/mol),Entropy (J/mol*K),Cv (J/mol*K),Cp (J/mol*K),Sound Spd. (m/s),Joule-Thomson (K/bar),Viscosity (uPa*s),Therm. Cond. (W/m*K),Phase
500.0,1300.0,914.72,0.0010932,16.028,18.588,43.295,57.144,74.285,1627.1,-0.013699,145.3,0.74171,liquid
500.0,1400.0,919.55,0.0010875,15.948,18.691,43.108,57.087,73.903,1649.4,-0.014017,147.15,0.74881,liquid
500.0,1500.0,924.24,0.001082,15.871,18.795,42.926,57.032,73.546,1671.0,-0.01431,148.98,0.7558,liquid
500.0,1600.0,928.79,0.0010767,15.798,18.901,42.749,56.979,73.21,1691.9,-0.014581,150.79,0.7627,liquid
500.0,1700.0,933.22,0.0010716,15.727,19.008,42.577,56.927,72.893,1712.3,-0.014833,152.58,0.76949,liquid
500.0,1800.0,937.53,0.0010666,15.658,19.117,42.409,56.877,72.594,1732.1,-0.015067,154.35,0.7762,liquid
500.0,1900.0,941.73,0.0010619,15.593,19.227,42.246,56.828,72.312,1751.4,-0.015285,156.1,0.78282,liquid
500.0,2000.0,945.83,0.0010573,15.529,19.338,42.086,56.78,72.043,1770.3,-0.015489,157.84,0.78936,liquid
500.0,2100.0,949.83,0.0010528,15.467,19.45,41.93,56.733,71.789,1788.7,-0.01568,159.57,0.79581,liquid
500.0,2200.0,953.74,0.0010485,15.408,19.563,41.777,56.688,71.546,1806.6,-0.015859,161.28,0.8022,liquid
500.0,2300.0,957.56,0.0010443,15.35,19.677,41.628,56.644,71.315,1824.2,-0.016026,162.97,0.8085,liquid
500.0,2400.0,961.31,0.0010402,15.294,19.792,41.482,56.6,71.095,1841.4,-0.016184,164.66,0.81474,liquid
500.0,2500.0,964.97,0.0010363,15.24,19.907,41.339,56.558,70.884,1858.3,-0.016333,166.34,0.82091,liquid
500.0,2600.0,968.57,0.0010325,15.188,20.023,41.198,56.517,70.682,1874.8,-0.016473,168.0,0.82702,liquid
500.0,2700.0,972.09,0.0010287,15.136,20.14,41.06,56.477,70.489,1890.9,-0.016605,169.66,0.83306,liquid
500.0,2800.0,975.55,0.0010251,15.087,20.258,40.925,56.438,70.303,1906.8,-0.01673,171.31,0.83904,liquid
500.0,2900.0,978.95,0.0010215,15.039,20.375,40.792,56.4,70.125,1922.4,-0.016848,172.94,0.84496,liquid
500.0,3000.0,982.28,0.001018,14.992,20.494,40.662,56.363,69.954,1937.7,-0.01696,174.57,0.85082,liquid
500.0,3100.0,985.56,0.0010147,14.946,20.613,40.533,56.326,69.789,1952.8,-0.017066,176.2,0.85663,liquid
500.0,3200.0,988.78,0.0010113,14.902,20.732,40.407,56.291,69.631,1967.6,-0.017166,177.81,0.86238,liquid
500.0,3300.0,991.95,0.0010081,14.858,20.852,40.282,56.256,69.478,1982.1,-0.017262,179.42,0.86808,liquid
500.0,3400.0,995.07,0.001005,14.816,20.972,40.16,56.222,69.331,1996.4,-0.017352,181.02,0.87372,liquid
500.0,3500.0,998.14,0.0010019,14.775,21.092,40.039,56.189,69.188,2010.5,-0.017438,182.62,0.87931,liquid
500.0,3600.0,1001.2,0.00099884,14.735,21.213,39.921,56.156,69.051,2024.4,-0.01752,184.21,0.88485,liquid
500.0,3700.0,1004.1,0.00099588,14.696,21.334,39.803,56.124,68.918,2038.1,-0.017598,185.79,0.89034,liquid
500.0,3800.0,1007.1,0.00099298,14.658,21.456,39.688,56.093,68.79,2051.6,-0.017673,187.37,0.89579,liquid
500.0,3900.0,1010.0,0.00099013,14.621,21.577,39.574,56.063,68.665,2064.9,-0.017743,188.94,0.90119,liquid
500.0,4000.0,1012.8,0.00098734,14.584,21.699,39.462,56.033,68.545,2078.0,-0.017811,190.5,0.90654,liquid
500.0,4100.0,1015.6,0.00098461,14.549,21.822,39.351,56.004,68.428,2091.0,-0.017875,192.07,0.91184,liquid
500.0,4200.0,1018.4,0.00098193,14.514,21.944,39.242,55.976,68.315,2103.8,-0.017937,193.62,0.9171,liquid
500.0,4300.0,1021.1,0.00097929,14.481,22.067,39.134,55.948,68.206,2116.4,-0.017995,195.17,0.92231,liquid
500.0,4400.0,1023.9,0.0009767,14.447,22.19,39.027,55.921,68.099,2128.9,-0.018051,196.72,0.92749,liquid
500.0,4500.0,1026.5,0.00097416,14.415,22.313,38.921,55.894,67.996,2141.2,-0.018105,198.26,0.93262,liquid
500.0,4600.0,1029.2,0.00097167,14.383,22.436,38.817,55.868,67.896,2153.4,-0.018156,199.8,0.9377,liquid
500.0,4700.0,1031.8,0.00096921,14.353,22.559,38.714,55.843,67.799,2165.4,-0.018205,201.34,0.94275,liquid
500.0,4800.0,1034.3,0.0009668,14.322,22.683,38.613,55.818,67.704,2177.3,-0.018252,202.87,0.94775,liquid
500.0,4900.0,1036.9,0.00096443,14.293,22.806,38.512,55.793,67.612,2189.1,-0.018296,204.39,0.95272,liquid
500.0,5000.0,1039.4,0.0009621,14.264,22.93,38.412,55.769,67.522,2200.7,-0.018339,205.91,0.95764,liquid
600.0,0.1,0.03612,27.686,51.412,56.4,168.89,28.02,36.344,599.19,1.056,21.432,0.046291,vapor
600.0,0.2,0.072254,13.84,51.41,56.396,163.12,28.029,36.362,599.13,1.0561,21.432,0.046306,vapor
600.0,0.3,0.1084,9.2248,51.407,56.392,159.74,28.038,36.381,599.06,1.0562,21.431,0.04632,vapor
600.0,0.4,0.14457,6.9172,51.404,56.389,157.35,28.047,36.4,599.0,1.0563,21.43,0.046335,vapor
600.0,0.5,0.18075,5.5327,51.401,56.385,155.49,28.057,36.418,598.93,1.0563,21.429,0.04635,vapor
600.0,0.6,0.21694,4.6096,51.398,56.381,153.97,28.066,36.437,598.87,1.0564,21.428,0.046365,vapor
600.0,0.7,0.25314,3.9503,51.395,56.377,152.68,28.075,36.456,598.8,1.0565,21.427,0.046379,vapor
600.0,0.8,0.28937,3.4558,51.393,56.373,151.56,28.084,36.475,598.74,1.0566,21.426,0.046394,vapor
600.0,0.9,0.3256,3.0712,51.39,56.369,150.58,28.094,36.494,598.67,1.0566,21.425,0.046409,vapor
600.0,1.0,0.36185,2.7635,51.387,56.365,149.7,28.103,36.513,598.61,1.0567,21.425,0.046424,vapor
600.0,1.1,0.39812,2.5118,51.384,56.362,148.9,28.112,36.532,598.54,1.0568,21.424,0.046439,vapor
600.0,1.2,0.4344,2.302,51.381,56.358,148.17,28.122,36.551,598.48,1.0569,21.423,0.046454,vapor
600.0,1.3,0.4707,2.1245,51.378,56.354,147.5,28.131,36.57,598.41,1.0569,21.422,0.046468,vapor
600.0,1.4,0.50701,1.9724,51.375,56.35,146.88,28.14,36.589,598.35,1.057,21.421,0.046483,vapor
600.0,1.5,0.54333,1.8405,51.373,56.346,146.3,28.15,36.608,598.28,1.0571,21.42,0.046498,vapor
600.0,1.6,0.57967,1.7251,51.37,56.342,145.76,28.159,36.627,598.21,1.0572,21.419,0.046513,vapor
600.0,1.7,0.61603,1.6233,51.367,56.338,145.25,28.169,36.646,598.15,1.0572,21.419,0.046528,vapor
600.0,1.8,0.65239,1.5328,51.364,56.334,144.77,28.178,36.665,598.08,1.0573,21.418,0.046543,vapor
600.0,1.9,0.68878,1.4518,51.361,56.331,144.32,28.187,36.685,598.02,1.0574,21.417,0.046558,vapor
600.0,2.0,0.72518,1.379,51.358,56.327,143.89,28.197,36.704,597.95,1.0574,21.416,0.046573,vapor
600.0,2.1,0.76159,1.313,51.355,56.323,143.48,28.206,36.723,597.89,1.0575,21.415,0.046588,vapor
600.0,2.2,0.79802,1.2531,51.352,56.319,143.09,28.216,36.743,597.82,1.0576,21.414,0.046603,vapor
600.0,2.3,0.83446,1.1984,51.35,56.315,142.71,28.225,36.762,597.76,1.0577,21.413,0.046618,vapor
600.0,2.4,0.87092,1.1482,51.347,56.311,142.35,28.235,36.781,597.69,1.0577,21.412,0.046633,vapor
600.0,2.5,0.9074,1.1021,51.344,56.307,142.01,28.244,36.801,597.63,1.0578,21.412,0.046648,vapor
600.0,2.6,0.94388,1.0595,51.341,56.303,141.68,28.254,36.82,597.56,1.0579,21.411,0.046663,vapor
600.0,2.7,0.98039,1.02,51.338,56.299,141.36,28.263,36.84,597.49,1.0579,21.41,0.046678,vapor
600.0,2.8,1.0169,0.98338,51.335,56.296,141.05,28.273,36.859,597.43,1.058,21.409,0.046693,vapor
600.0,2.9,1.0534,0.94927,51.332,56.292,140.76,28.283,36.879,597.36,1.0581,21.408,0.046708,vapor
600.0,3.0,1.09,0.91744,51.329,56.288,140.47,28.292,36.898,597.3,1.0581,21.407,0.046723,vapor
600.0,3.1,1.1266,0.88766,51.326,56.284,140.19,28.302,36.918,597.23,1.0582,21.406,0.046738,vapor
600.0,3.2,1.1631,0.85975,51.324,56.28,139.92,28.312,36.938,597.16,1.0583,21.406,0.046753,vapor
600.0,3.3,1.1997,0.83352,51.321,56.276,139.66,28.321,36.957,597.1,1.0583,21.405,0.046768,vapor
600.0,3.4,1.2363,0.80884,51.318,56.272,139.41,28.331,36.977,597.03,1.0584,21.404,0.046783,vapor
600.0,3.5,1.273,0.78557,51.315,56.268,139.16,28.341,36.997,596.97,1.0585,21.403,0.046798,vapor
600.0,3.6,1.3096,0.76359,51.312,56.264,138.92,28.35,37.017,596.9,1.0585,21.402,0.046813,vapor
600.0,3.7,1.3463,0.7428,51.309,56.26,138.69,28.36,37.037,596.83,1.0586,21.401,0.046828,vapor
600.0,3.8,1.3829,0.72311,51.306,56.256,138.47,28.37,37.056,596.77,1.0586,21.4,0.046843,vapor
600.0,3.9,1.4196,0.70442,51.303,56.253,138.24,28.379,37.076,596.7,1.0587,21.4,0.046859,vapor
600.0,4.0,1.4563,0.68667,51.3,56.249,138.03,28.389,37.096,596.64,1.0588,21.399,0.046874,vapor
600.0,4.1,1.493,0.66978,51.297,56.245,137.82,28.399,37.116,596.57,1.0588,21.398,0.046889,vapor
600.0,4.2,1.5298,0.6537,51.295,56.241,137.61,28.409,37.136,596.5,1.0589,21.397,0.046904,vapor
600.0,4.3,1.5665,0.63837,51.292,56.237,137.41,28.418,37.156,596.44,1.0589,21.396,0.046919,vapor
600.0,4.4,1.6033,0.62373,51.289,56.233,137.22,28.428,37.176,596.37,1.059,21.395,0.046934,vapor
600.0,4.5,1.64,0.60974,51.286,56.229,137.03,28.438,37.197,596.3,1.0591,21.394,0.04695,vapor
600.0,4.6,1.6768,0.59636,51.283,56.225,136.84,28.448,37.217,596.24,1.0591,21.394,0.046965,vapor
600.0,4.7,1.7136,0.58355,51.28,56.221,136.65,28.458,37.237,596.17,1.0592,21.393,0.04698,vapor
600.0,4.8,1.7505,0.57128,51.277,56.217,136.47,28.468,37.257,596.1,1.0592,21.392,0.046995,vapor
600.0,4.9,1.7873,0.5595,51.274,56.213,136.3,28.478,37.277,596.04,1.0593,21.391,0.04701,vapor
600.0,5.0,1.8242,0.5482,51.271,56.209,136.13,28.487,37.298,595.97,1.0593,21.39,0.047026,vapor
600.0,5.1,1.861,0.53734,51.268,56.205,135.96,28.497,37.318,595.9,1.0594,21.389,0.047041,vapor
600.0,5.2,1.8979,0.5269,51.265,56.201,135.79,28.507,37.338,595.84,1.0595,21.389,0.047056,vapor
600.0,5.3,1.9348,0.51685,51.262,56.197,135.63,28.517,37.359,595.77,1.0595,21.388,0.047071,vapor
600.0,5.4,1.9717,0.50717,51.26,56.193,135.47,28.527,37.379,595.7,1.0596,21.387,0.047087,vapor
600.0,5.5,2.0087,0.49784,51.257,56.189,135.31,28.537,37.4,595.64,1.0596,21.386,0.047102,vapor
600.0,5.6,2.0456,0.48885,51.254,56.185,135.15,28.547,37.42,595.57,1.0597,21.385,0.047117,vapor
600.0,5.7,2.0826,0.48018,51.251,56.181,135.0,28.557,37.441,595.5,1.0597,21.384,0.047133,vapor
600.0,5.8,2.1195,0.4718,51.248,56.178,134.85,28.567,37.461,595.44,1.0598,21.383,0.047148,vapor
600.0,5.9,2.1565,0.46371,51.245,56.174,134.7,28.577,37.482,595.37,1.0598,21.383,0.047163,vapor
600.0,6.0,2.1936,0.45588,51.242,56.17,134.56,28.587,37.502,595.3,1.0599,21.382,0.047179,vapor
600.0,6.1,2.2306,0.44831,51.239,56.166,134.42,28.597,37.523,595.23,1.0599,21.381,0.047194,vapor
600.0,6.2,2.2676,0.44099,51.236,56.162,134.28,28.607,37.544,595.17,1.06,21.38,0.047209,vapor
600.0,6.3,2.3047,0.4339,51.233,56.158,134.14,28.618,37.565,595.1,1.06,21.379,0.047225,vapor
600.0,6.4,2.3417,0.42703,51.23,56.154,134.0,28.628,37.585,595.03,1.0601,21.378,0.04724,vapor
600.0,6.5,2.3788,0.42037,51.227,56.15,133.87,28.638,37.606,594.97,1.0601,21.378,0.047256,vapor
600.0,6.6,2.4159,0.41392,51.224,56.146,133.74,28.648,37.627,594.9,1.0602,21.377,0.047271,vapor
600.0,6.7,2.4531,0.40765,51.221,56.142,133.61,28.658,37.648,594.83,1.0602,21.376,0.047287,vapor
600.0,6.8,2.4902,0.40157,51.218,56.138,133.48,28.668,37.669,594.76,1.0603,21.375,0.047302,vapor
600.0,6.9,2.5274,0.39567,51.215,56.134,133.35,28.678,37.69,594.7,1.0603,21.374,0.047317,vapor
600.0,7.0,2.5645,0.38994,51.212,56.13,133.23,28.689,37.711,594.63,1.0604,21.373,0.047333,vapor
600.0,7.1,2.6017,0.38436,51.209,56.126,133.11,28.699,37.732,594.56,1.0604,21.373,0.047348,vapor
600.0,7.2,2.6389,0.37895,51.206,56.122,132.98,28.709,37.753,594.49,1.0605,21.372,0.047364,vapor
600.0,7.3,2.6761,0.37368,51.203,56.118,132.87,28.719,37.774,594.43,1.0605,21.371,0.047379,vapor
600.0,7.4,2.7134,0.36855,51.2,56.114,132.75,28.73,37.795,594.36,1.0605,21.37,0.047395,vapor
600.0,7.5,2.7506,0.36356,51.198,56.11,132.63,28.74,37.816,594.29,1.0606,21.369,0.04741,vapor
600.0,7.6,2.7879,0.3587,51.195,56.106,132.52,28.75,37.838,594.22,1.0606,21.368,0.047426,vapor
600.0,7.7,2.8251,0.35396,51.192,56.102,132.4,28.76,37.859,594.16,1.0607,21.368,0.047441,vapor
600.0,7.8,2.8624,0.34935,51.189,56.098,132.29,28.771,37.88,594.09,1.0607,21.367,0.047457,vapor
600.0,7.9,2.8998,0.34486,51.186,56.094,132.18,28.781,37.901,594.02,1.0608,21.366,0.047473,vapor
600.0,8.0,2.9371,0.34047,51.183,56.09,132.07,28.791,37.923,593.95,1.0608,21.365,0.047488,vapor
600.0,8.1,2.9744,0.3362,51.18,56.086,131.96,28.802,37.944,593.88,1.0608,21.364,0.047504,vapor
600.0,8.2,3.0118,0.33203,51.177,56.082,131.85,28.812,37.966,593.82,1.0609,21.363,0.047519,vapor
600.0,8.3,3.0492,0.32796,51.174,56.078,131.75,28.823,37.987,593.75,1.0609,21.363,0.047535,vapor
600.0,8.4,3.0866,0.32399,51.171,56.073,131.64,28.833,38.009,593.68,1.061,21.362,0.047551,vapor
600.0,8.5,3.124,0.32011,51.168,56.069,131.54,28.843,38.03,593.61,1.061,21.361,0.047566,vapor
600.0,8.6,3.1614,0.31632,51.165,56.065,131.44,28.854,38.052,593.54,1.061,21.36,0.047582,vapor
600.0,8.7,3.1988,0.31261,51.162,56.061,131.34,28.864,38.073,593.48,1.0611,21.359,0.047597,vapor
600.0,8.8,3.2363,0.309,51.159,56.057,131.24,28.875,38.095,593.41,1.0611,21.358,0.047613,vapor
600.0,8.9,3.2738,0.30546,51.156,56.053,131.14,28.885,38.117,593.34,1.0611,21.358,0.047629,vapor
600.0,9.0,3.3113,0.302,51.153,56.049,131.04,28.896,38.138,593.27,1.0612,21.357,0.047645,vapor
600.0,9.1,3.3488,0.29862,51.15,56.045,130.94,28.906,38.16,593.2,1.0612,21.356,0.04766,vapor
600.0,9.2,3.3863,0.29531,51.147,56.041,130.85,28.917,38.182,593.13,1.0613,21.355,0.047676,vapor
600.0,9.3,3.4238,0.29207,51.144,56.037,130.75,28.927,38.204,593.07,1.0613,21.354,0.047692,vapor
600.0,9.4,3.4614,0.2889,51.141,56.033,130.66,28.938,38.226,593.0,1.0613,21.354,0.047707,vapor
600.0,9.5,3.499,0.2858,51.138,56.029,130.56,28.949,38.247,592.93,1.0614,21.353,0.047723,vapor
600.0,9.6,3.5365,0.28276,51.135,56.025,130.47,28.959,38.269,592.86,1.0614,21.352,0.047739,vapor
600.0,9.7,3.5742,0.27979,51.132,56.021,130.38,28.97,38.291,592.79,1.0614,21.351,0.047755,vapor
600.0,9.8,3.6118,0.27687,51.129,56.017,130.29,28.98,38.313,592.72,1.0615,21.35,0.04777,vapor
600.0,9.9,3.6494,0.27402,51.126,56.013,130.2,28.991,38.335,592.65,1.0615,21.349,0.047786,vapor
600.0,10.0,3.6871,0.27122,51.123,56.009,130.11,29.002,38.358,592.58,1.0615,21.349,0.047802,vapor
600.0,11.0,4.0645,0.24603,51.092,55.968,129.27,29.109,38.581,591.89,1.0618,21.34,0.047961,vapor
600.0,12.0,4.4437,0.22504,51.062,55.927,128.49,29.218,38.807,591.2,1.0621,21.332,0.04812,vapor
600.0,13.0,4.8246,0.20727,51.031,55.885,127.78,29.328,39.038,590.5,1.0623,21.324,0.048281,vapor
600.0,14.0,5.2072,0.19204,51.0,55.844,127.11,29.44,39.273,589.8,1.0624,21.316,0.048444,vapor
600.0,15.0,5.5915,0.17884,50.969,55.802,126.48,29.554,39.511,589.09,1.0625,21.309,0.048607,vapor
600.0,16.0,5.9777,0.16729,50.938,55.76,125.89,29.669,39.754,588.38,1.0626,21.301,0.048772,vapor
600.0,17.0,6.3656,0.15709,50.906,55.717,125.34,29.786,40.001,587.66,1.0626,21.293,0.048938,vapor
600.0,18.0,6.7554,0.14803,50.875,55.675,124.81,29.904,40.252,586.94,1.0626,21.285,0.049105,vapor
600.0,19.0,7.1471,0.13992,50.843,55.632,124.3,30.024,40.507,586.22,1.0625,21.278,0.049274,vapor
600.0,20.0,7.5406,0.13262,50.811,55.589,123.82,30.146,40.767,585.49,1.0624,21.27,0.049444,vapor
600.0,21.0,7.9361,0.12601,50.778,55.545,123.36,30.269,41.03,584.75,1.0622,21.263,0.049615,vapor
600.0,22.0,8.3335,0.12,50.746,55.502,122.92,30.394,41.299,584.01,1.062,21.255,0.049788,vapor
600.0,23.0,8.7329,0.11451,50.713,55.458,122.5,30.52,41.572,583.26,1.0618,21.248,0.049962,vapor
600.0,24.0,9.1343,0.10948,50.68,55.413,122.09,30.648,41.85,582.51,1.0615,21.241,0.050137,vapor
600.0,25.0,9.5377,0.10485,50.647,55.369,121.69,30.778,42.132,581.76,1.0612,21.234,0.050314,vapor
600.0,26.0,9.9432,0.10057,50.613,55.324,121.31,30.91,42.419,581.0,1.0608,21.227,0.050493,vapor
600.0,27.0,10.351,0.096611,50.579,55.279,120.94,31.043,42.711,580.23,1.0604,21.22,0.050673,vapor
600.0,28.0,10.761,0.092932,50.546,55.233,120.57,31.178,43.008,579.46,1.06,21.213,0.050854,vapor
600.0,29.0,11.172,0.089506,50.511,55.188,120.22,31.314,43.311,578.69,1.0595,21.206,0.051037,vapor
600.0,30.0,11.587,0.086307,50.477,55.142,119.88,31.453,43.618,577.91,1.0589,21.199,0.051222,vapor
600.0,31.0,12.003,0.083313,50.442,55.095,119.55,31.593,43.931,577.12,1.0584,21.192,0.051409,vapor
600.0,32.0,12.422,0.080505,50.407,55.049,119.23,31.735,44.249,576.33,1.0578,21.186,0.051597,vapor
600.0,33.0,12.843,0.077866,50.372,55.002,118.91,31.878,44.573,575.53,1.0571,21.179,0.051786,vapor
600.0,34.0,13.266,0.075382,50.337,54.954,118.6,32.024,44.902,574.73,1.0564,21.173,0.051978,vapor
600.0,35.0,13.692,0.073038,50.301,54.907,118.3,32.171,45.237,573.92,1.0557,21.166,0.052171,vapor
600.0,36.0,14.12,0.070823,50.266,54.859,118.01,32.32,45.578,573.11,1.055,21.16,0.052366,vapor
600.0,37.0,14.55,0.068728,50.229,54.811,117.72,32.471,45.925,572.29,1.0542,21.154,0.052563,vapor
600.0,38.0,14.983,0.066741,50.193,54.762,117.43,32.624,46.278,571.46,1.0533,21.148,0.052762,vapor
600.0,39.0,15.419,0.064855,50.156,54.713,117.15,32.779,46.637,570.63,1.0525,21.142,0.052963,vapor
600.0,40.0,15.857,0.063063,50.119,54.664,116.88,32.935,47.002,569.79,1.0516,21.136,0.053165,vapor
600.0,41.0,16.298,0.061357,50.082,54.614,116.61,33.094,47.375,568.95,1.0506,21.13,0.05337,vapor
600.0,42.0,16.742,0.059731,50.045,54.564,116.34,33.254,47.753,568.1,1.0497,21.124,0.053577,vapor
600.0,43.0,17.188,0.05818,50.007,54.514,116.08,33.417,48.139,567.24,1.0487,21.118,0.053786,vapor
600.0,44.0,17.637,0.056699,49.969,54.463,115.83,33.581,48.532,566.38,1.0476,21.113,0.053997,vapor
600.0,45.0,18.089,0.055282,49.931,54.412,115.57,33.748,48.932,565.51,1.0465,21.107,0.05421,vapor
600.0,46.0,18.544,0.053926,49.892,54.361,115.32,33.916,49.339,564.64,1.0454,21.102,0.054426,vapor
600.0,47.0,19.002,0.052627,49.853,54.309,115.08,34.087,49.753,563.76,1.0443,21.096,0.054643,vapor
600.0,48.0,19.462,0.051381,49.814,54.257,114.83,34.259,50.176,562.87,1.0431,21.091,0.054863,vapor
600.0,49.0,19.926,0.050185,49.774,54.204,114.59,34.434,50.606,561.97,1.0419,21.086,0.055086,vapor
600.0,50.0,20.393,0.049036,49.734,54.151,114.36,34.611,51.045,561.07,1.0407,21.081,0.055311,vapor
600.0,51.0,20.863,0.047931,49.694,54.098,114.12,34.789,51.491,560.16,1.0394,21.076,0.055539,vapor
600.0,52.0,21.337,0.046868,49.654,54.044,113.89,34.971,51.946,559.24,1.0381,21.071,0.055769,vapor
600.0,53.0,21.813,0.045844,49.613,53.99,113.66,35.154,52.41,558.32,1.0368,21.066,0.056002,vapor
600.0,54.0,22.293,0.044857,49.572,53.936,113.43,35.34,52.883,557.39,1.0354,21.062,0.056237,vapor
600.0,55.0,22.777,0.043905,49.531,53.881,113.21,35.527,53.366,556.45,1.034,21.057,0.056475,vapor
600.0,56.0,23.263,0.042986,49.489,53.825,112.99,35.718,53.857,555.5,1.0326,21.053,0.056717,vapor
600.0,57.0,23.754,0.042098,49.447,53.77,112.77,35.91,54.359,554.55,1.0312,21.049,0.056961,vapor
600.0,58.0,24.248,0.041241,49.404,53.713,112.55,36.105,54.87,553.59,1.0297,21.044,0.057208,vapor
600.0,59.0,24.746,0.040411,49.361,53.657,112.33,36.302,55.392,552.62,1.0282,21.04,0.057458,vapor
600.0,60.0,25.247,0.039608,49.318,53.599,112.11,36.502,55.924,551.64,1.0267,21.036,0.057711,vapor
600.0,61.0,25.753,0.038831,49.274,53.542,111.9,36.704,56.467,550.66,1.0251,21.033,0.057968,vapor
600.0,62.0,26.262,0.038078,49.23,53.484,111.69,36.909,57.022,549.66,1.0235,21.029,0.058228,vapor
600.0,63.0,26.775,0.037348,49.186,53.425,111.48,37.116,57.588,548.66,1.0219,21.025,0.058492,vapor
600.0,64.0,27.293,0.03664,49.141,53.366,111.27,37.326,58.166,547.65,1.0203,21.022,0.058759,vapor
600.0,65.0,27.815,0.035952,49.096,53.306,111.06,37.539,58.757,546.62,1.0186,21.019,0.05903,vapor
600.0,66.0,28.341,0.035285,49.051,53.246,110.85,37.754,59.36,545.59,1.0169,21.016,0.059305,vapor
600.0,67.0,28.871,0.034637,49.005,53.186,110.65,37.972,59.977,544.56,1.0152,21.012,0.059583,vapor
600.0,68.0,29.406,0.034007,48.958,53.124,110.44,38.193,60.607,543.51,1.0134,21.01,0.059866,vapor
600.0,69.0,29.945,0.033394,48.912,53.063,110.24,38.416,61.251,542.45,1.0116,21.007,0.060152,vapor
600.0,70.0,30.49,0.032798,48.864,53.0,110.03,38.643,61.91,541.38,1.0098,21.004,0.060443,vapor
600.0,71.0,31.039,0.032218,48.817,52.938,109.83,38.873,62.584,540.3,1.008,21.002,0.060739,vapor
600.0,72.0,31.593,0.031653,48.769,52.874,109.63,39.105,63.273,539.21,1.0062,20.999,0.061039,vapor
600.0,73.0,32.152,0.031103,48.72,52.81,109.43,39.341,63.979,538.12,1.0043,20.997,0.061343,vapor
600.0,74.0,32.716,0.030566,48.671,52.746,109.23,39.58,64.701,537.01,1.0024,20.995,0.061653,vapor
600.0,75.0,33.285,0.030043,48.621,52.681,109.03,39.822,65.441,535.89,1.0005,20.993,0.061968,vapor
600.0,76.0,33.86,0.029533,48.571,52.615,108.83,40.068,66.199,534.75,0.9985,20.992,0.062288,vapor
600.0,77.0,34.441,0.029035,48.521,52.548,108.63,40.317,66.976,533.61,0.99652,20.99,0.062613,vapor
600.0,78.0,35.027,0.028549,48.47,52.481,108.43,40.569,67.772,532.46,0.99451,20.989,0.062944,vapor
600.0,79.0,35.62,0.028074,48.418,52.414,108.24,40.825,68.588,531.29,0.99248,20.988,0.063281,vapor
600.0,80.0,36.218,0.027611,48.366,52.345,108.04,41.085,69.426,530.11,0.99043,20.987,0.063624,vapor
600.0,81.0,36.822,0.027157,48.313,52.276,107.84,41.349,70.285,528.92,0.98835,20.986,0.063973,vapor
600.0,82.0,37.433,0.026714,48.26,52.206,107.64,41.616,71.168,527.72,0.98624,20.986,0.064328,vapor
600.0,83.0,38.05,0.026281,48.206,52.136,107.45,41.888,72.074,526.5,0.98411,20.985,0.064691,vapor
600.0,84.0,38.675,0.025857,48.152,52.064,107.25,42.163,73.006,525.27,0.98196,20.985,0.06506,vapor
600.0,85.0,39.306,0.025442,48.096,51.992,107.05,42.443,73.963,524.02,0.97978,20.985,0.065437,vapor
600.0,86.0,39.944,0.025035,48.041,51.919,106.86,42.727,74.948,522.76,0.97757,20.985,0.065822,vapor
600.0,87.0,40.589,0.024637,47.984,51.846,106.66,43.016,75.962,521.49,0.97534,20.986,0.066215,vapor
600.0,88.0,41.243,0.024247,47.927,51.771,106.46,43.31,77.005,520.2,0.97308,20.987,0.066616,vapor
600.0,89.0,41.904,0.023864,47.87,51.696,106.26,43.608,78.08,518.89,0.9708,20.988,0.067025,vapor
600.0,90.0,42.573,0.023489,47.811,51.62,106.06,43.911,79.188,517.57,0.96849,20.989,0.067444,vapor
600.0,91.0,43.25,0.023121,47.752,51.543,105.87,44.22,80.331,516.23,0.96615,20.99,0.067872,vapor
600.0,92.0,43.936,0.02276,47.692,51.464,105.67,44.534,81.511,514.88,0.96379,20.992,0.068311,vapor
600.0,93.0,44.631,0.022406,47.631,51.385,105.47,44.854,82.729,513.5,0.9614,20.994,0.06876,vapor
600.0,94.0,45.335,0.022058,47.57,51.305,105.27,45.179,83.987,512.11,0.95898,20.996,0.06922,vapor
600.0,95.0,46.049,0.021716,47.508,51.224,105.07,45.511,85.289,510.7,0.95653,20.999,0.069691,vapor
600.0,96.0,46.772,0.02138,47.445,51.142,104.86,45.849,86.636,509.27,0.95405,21.002,0.070175,vapor
600.0,97.0,47.506,0.02105,47.381,51.059,104.66,46.193,88.031,507.82,0.95154,21.005,0.070672,vapor
600.0,98.0,48.25,0.020725,47.316,50.975,104.46,46.545,89.477,506.35,0.949,21.008,0.071182,vapor
600.0,99.0,49.006,0.020406,47.25,50.889,104.25,46.904,90.977,504.86,0.94643,21.012,0.071707,vapor
600.0,100.0,49.773,0.020091,47.183,50.802,104.05,47.271,92.535,503.34,0.94382,21.017,0.072247,vapor
600.0,101.0,50.551,0.019782,47.115,50.714,103.84,47.645,94.154,501.8,0.94118,21.021,0.072803,vapor
600.0,102.0,51.342,0.019477,47.046,50.625,103.64,48.029,95.839,500.23,0.93851,21.026,0.073376,vapor
